Plaque	Well	Starting fly	Death before 29C	Death after 29C	Total live fly	Bloating	Percent Bloating	Number of eggs	Tumor presence	Tumor percent corrected	Percent survival	Comments	RackNo	RackPos	CATNUM	mol weight Structure	Name	SecName	Class	Enzyme	Action	Selectivity	Description
10	10B	3	0	0	3	2	0.666666667	25		0	1		10	10B	M6383	302.41727	2-methoxyestradiol	2-Hydroxyestradiol 2-methyl ether	Hormone		Metabolite	Estrogen	Inhibitor of angiogenesis and endothelial cell proliferation
10	10C	4	0	1	3	2	0.666666667	40		0	0.75		10	10C	M6500	113.60976	Cysteamine hydrochloride	Mercaptamine; MEA hydrochloride	Somatostatin		Depleter		Induces duodenal ulcers in rats, potent depletion of prolactin concentrations in pituitary tissue in vivo and in vitro and depletion of somatostatin concentrations.
10	10D	4	0	1	3	2	0.666666667	20		0	0.75	1 mouche est morte et bloating	10	10D	M6517	517.07587	alpha,beta-Methylene adenosine 5'-triphosphate dilithium	alpha,beta-Methylene ATP, AMP-CPP dilithium	P2 Receptor		Agonist	P2X > P2Y	P2 receptor agonist that is more potent than ATP at the P2X subtype
10	10E	3	0	0	3	3	1	20		0	1		10	10E	M6524	247.72401	Methoxamine hydrochloride		Adrenoceptor		Agonist	alpha1	alpha1 Adrenoceptor agonist
10	10F	4	0	1	3	2	0.666666667	20		0	0.75		10	10F	M6545	517.4136	Mitoxantrone	1,4-Dihydroxy-5,8-bis([2-([2-hydroxyethyl]amino)ethyl]amino)-9,10-anthracenedione	DNA Metabolism		Inhibitor		DNA synthesis inhibitor
10	10G	4	0	0	4	0	0	30	4	1	1		10	10G	M6628	226.708	O-Methylserotonin hydrochloride	Mexamine hydrochloride	Serotonin		Agonist		Nonselective serotonin receptor agonist that lacks affinity for the 5-HT3 receptor
10	10H	4	0	0	4	4	1	15		0	1		10	10H	E4660	344.32402	Eupatorin	3',5-Dihydroxy-4',6,7-trimethoxyflavone, 5-Hydroxy-2-(3-hydroxy-4-methoxyphenyl)-6,7-dimethoxy-4H-1-benzopyran-4-one, 6-Methoxyluteolin 4',7-dimethyl ether, NSC 106402	Cell Cycle			CYP1A- family	"
Eupatorin acts as an antiproliferative in cells expressing the CYP1A- family. It induces G2/M block follow by apoptosis in cells expressing the CYP1A- family
"
10	11A	4	0	0	4	0	0	5	4	1	1		10	11A	M6690	382.46352	MDL 28170	Z-Val-Phe-CHO	Cell Cycle	Enzyme	Inhibitor	Calpain I / II	Cell permeable calpain I and II inhibitor
10	11B	4	0	0	4	2	0.5	30		0	1		10	11B	M6760	318.24215	Myricetin	Cannabiscetin	Phosphorylation	Enzyme	Inhibitor	Casein Kinase II	Casein Kinase II inhibitor
10	11C	4	0	0	4	2	0.5	50		0	1		10	11C	M7033	248.28415	NG-Monomethyl-L-arginine acetate	L-NMMA	Nitric Oxide	Enzyme	Inhibitor	NOS	Nitric oxide synthase inhibitor; blocks formation of endothelium-derived relaxing factor (EDRF)
10	11D	4	0	0	4	1	0.25	20	4	1	1		10	11D	M7065	375.90212	MK-912	L-657,743 hydrochloride	Adrenoceptor		Agonist	alpha2A	Selective alpha2A adrenoreceptor agonist
10	11E	4	0	0	4	2	0.5	30		0	1		10	11E	M7277	211.21941	(±)-3-(3,4-dihydroxyphenyl)-2-methyl-DL-alanine	DL-alpha-Methyl-DOPA	Neurotransmission	Enzyme	Inhibitor	L-aromatic amino acid decarboxylase	L-aromatic amino acid decarboxylase inhibitor; antihypertensive
10	11F	4	0	1	3	1	0.333333333	40	3	1	0.75		10	11F	M7684	461.21342	MRS 2159		P2 Receptor		Antagonist	P2X1	P2X1 receptor antagonist
10	11G	4	0	0	4	2	0.5	60		0	1		10	11G	G5793	534.06309	GR 127935 hydrochloride hydrate	N-[4-Methoxy-3-(4-methyl-1-piperazinyl)phenyl]-2'-methyl-4'-(5-methyl-1,2,4-oxadiazol-3-yl)-1,1'-biphenyl-4-carboxamide hydrochloride	Serotonin		Antagonist	5-HT1B/1D	Selective 5-HT1B/1D serotonin receptor antagonist.
10	11H	4	0	0	4	1	0.25	10	4	1	1		10	11H	D8941	402.44172	2,6-Difluoro-4-[2-(phenylsulfonylamino)ethylthio]phenoxyacetamide	PEPA	Glutamate		Agonist	AMPA	Selective, high affinity AMPA ionotropic glutamate receptor agonist; reduces ischemia-induced performance deficits in rats.
11	2A	4	0	0	4	3	0.75	40		0	1		11	2A	M8046	429.6078	Mifepristone	RU-486	Hormone		Antagonist	Progesterone	Progesterone receptor antagonist
11	2B	4	0	0	4	3	0.75	40		0	1		11	2B	M8131	195.22001	L-alpha-Methyl-p-tyrosine	(S)-alpha-Methyltyrosine	Neurotransmission	Enzyme	Inhibitor	Tyrosine hydroxylase	Tyrosine hydroxylase inhibitor
11	2C	4	0	1	3	1	0.333333333	40		0	0.75	1 mouche est morte et bloating	11	2C	SMl0962	445.95316	M-110 	 2-[[3-(4-Morpholinyl)propyl]amino]-4-pyridinecarboxylic acid 2-[1-(4-chloro-2-hydroxyphenyl)propylidene]hydrazide;	Kinase/Phosphatase 	Enzyme	inhibitor	PIM-3	M-110 is a highly isoform-selective, cell permeable and potent ATP-competitive inhibitor of the PIM kinase family that prefers PIM-3
11	2D	4	0	0	4	1	0.25	25	4	1	1		11	2D	SML0683	480.45444	JNJ-40418677	2-(S)-(3,5-Bis(4-(trifluoromethyl)phenyl)phenyl)-4-methylpentanoic acid	Neurobiology	Enzyme	Modulator	gamma-Secretase	JNJ-40418677 is a gamma-secretase modulator.
11	2E	4	0	0	4	1	0.25	60	4	1	1		11	2E	M9020	203.75769	Mecamylamine hydrochloride		Cholinergic		Antagonist	Nicotinic	Nicotinic acetylcholine receptor antagonist
11	2F	4	0	0	4	1	0.25	50	4	1	1		11	2F	M9125	297.8526	Methapyrilene hydrochloride	N,N-Dimethyl-N'-(2-pyridinyl)-N'-(2-thienylmethyl)-1,2-ethanediamine hydrochloride	Histamine		Antagonist	H1	H1 Histamine receptor antagonist
11	2G	4	0	1	3	2	0.666666667	30		0	0.75		11	2G	M9292	215.76884	Memantine hydrochloride	3,5-Dimethyl-1-adamantanamine hydrochloride	Glutamate		Antagonist	NMDA	Antagonist of NMDA glutamate receptors; stimulates dopamine release
11	2H	4	0	0	4	4	1	20		0	1		11	2H	"SML0227
"	456.53	JW74 	4-[4-(4-Methoxyphenyl)-5-[[[3-(4-methylphenyl)-1,2,4-oxadiazol-5-yl]methyl]thio]-4H-1,2,4-triazol-3-yl]-pyridine 	Transcription		Inhibitor	b-catenin/GSK-3b/AXIN/APC /CK1	JW74 is an efficient and specific inhibitor of the canonical Wnt signaling in vitro and in vivo
11	3A	4	0	0	4	1	0.25	20	4	1	1		11	3A	M9511	492.96093	Minocycline hydrochloride		Cell Cycle	Enzyme	Inhibitor		Basement membrane protease inhibitor; inhibits endothelial cell proliferation and angiogenesis.
11	3B	4	0	0	4	3	0.75	15		0	1		11	3B	M9651	313.87398	Maprotiline hydrochloride	9-(gamma-Methylaminopropyl)-9,10-dihydro-9,10-ethanoanthracene hydrochloride	Adrenoceptor		Inhibitor	Reuptake	Selective norepinephrine reuptake inhibitor
11	3C	4	0	1	3	2	0.666666667	45		0	0.75		11	3C	SML1149	380.49113	BMS-189453 	(E)-4-[2-(5,6-Dihydro-5,5-dimethyl-8-phenyl-2-naphthalenyl)ethenyl]-benzoic acid	Gene Regulation		Agonist/Antagonist	RARß, RARa and RAR	BMS-189453 is a potent RARß agonist that acts as an antagonist against RARa and RAR
11	3D	4	0	2	2	1	0.5	15	2	1	0.5		11	3D	M001	334.41892	Proglumide	4-Benzoylamino-5-dipropylamino-5-oxopentanoic acid	Cholecystokinin		Antagonist		Selective cholecystokinin receptor antagonist
11	3E	4	0	2	2	0	0	15	2	1	0.5		11	3E	F0430	266.68892	Fenobam	N-(3-Chlorophenyl)-N'-(4,5-dihydro-1-methyl-4-oxo-1H-imidazole-2-yl)urea	Glutamate		Antagonist	mGluR5	Potent, selective, noncompetitive glutamate mGluR5 receptor antagonist
11	3F	4	0	2	2	2	1	20		0	0.5		11	3F	M104	209.71825	(±)-Muscarine chloride	Tetrahydro-4-hydroxy-N,N,N,5-tetramethyl-2-furanmethanammonium chloride	Cholinergic		Agonist	Muscarinic	Muscarinic acetylcholine receptor agonist
11	3G	4	0	1	3	1	0.333333333	40	3	1	0.75		11	3G	M105	728.76502	Methoctramine tetrahydrochloride	N,N'-bis[6-[[(2-Methoxyphenyl)methyl]amino]hexyl]1,8-octane diamine tetrahydrochloride	Cholinergic		Antagonist	M2	Selective M2 muscarinic acetylcholine receptor antagonist
11	3H	4	0	0	4	4	1	30		0	1		11	3H	M107	337.37873	(+)-MK-801 hydrogen maleate	Dizocilipine maleate	Glutamate		Antagonist	NMDA	Highly potent and selective non-competitive NMDA glutamate receptor antagonist 
11	4A	4	0	0	4	3	0.75	10		0	1		11	4A	M108	337.37873	(-)-MK-801 hydrogen maleate	(5S,10R)-(–)-5-Methyl-10,11-dihydro-5H-dibenzo[a,d]cyclohepten-5,10-imine	Glutamate		Antagonist	NMDA	Less active enantiomer of (+)-MK-801 hydrogen maleate; anticonvulsant; NMDA  glutamate receptor antagonist.
11	4B	4	0	1	3	2	0.666666667	40		0	0.75		11	4B	SML0612	461.67129	Perifosine	4-[[Hydroxy(octadecyloxy)phosphinyl]oxy]-1,1-dimethyl-piperidinium inner salt, KRX-0401, Octadecyl-(1,1-dimethyl-4-piperidylio) phosphate	Phosphorylation	Enzyme	Inhibitor	PKB/Akt	Perifosine (KRX-0401) is a selective bioavailable alkylphospholipid inhibitor of protein kinase B/Akt (PKB/Akt) with anti-proliferative activity.
11	4C	4	0	1	3	2	0.666666667	30		0	0.75		11	4C	M110	306.32111	alpha-Methyl-5-hydroxytryptamine maleate	alpha-Methylserotonin maleate	Serotonin		Agonist	5-HT2	5-HT2 Serotonin receptor agonist
11	4D	4	0	0	4	2	0.5	40		0	1		11	4D	M116	365.84122	Metolazone		Ion Pump		Inhibitor	Na+/Cl- transporter	Diuretic; antihypertensive
11	4E	4	0	0	4	2	0.5	40		0	1		11	4E	D0943	244.246	DFB	3,3'-Difluorobenzaldazine	Glutamate		Modulator	mGluR5	Positive allosteric modulator of the mGluR5 metabotropic glutamate receptor.
11	4F	5	0	2	3	3	1	35		0	0.6		11	4F	M129	211.21941	L-alpha-Methyl DOPA	MK-351; Methyldopa	Biochemistry	Enzyme	Inhibitor	Aromatic amino acid decarboxylase 	L-aromatic amino acid decarboxylase inhibitor; antihypertensive
11	4G	4	0	0	4	2	0.5	40		0	1		11	4G	M137	469.54232	Methysergide maleate		Serotonin		Antagonist		Serotonin receptor antagonist; antimigraine
11	4H	4	0	1	3	2	0.666666667	15		0	0.75		11	4H	E5406	348.9415	Ethopropazine hydrochloride	10-[2-(Diethylamino)propyl]phenothiazine hydrochloride	Neurotransmission	Enzyme	Inhibitor	Butyrylcholinesterase	Butyrylcholinesterase inhibitor; antiparkinsonian
11	5A	4	0	0	4	3	0.75	10		0	1		11	5A	M149	452.66091	Methiothepin mesylate	1-[10,11-Dihydro--8-(methylthio)dibenzo[b,f]thiepin-10-yl]-4-methylpiperazine mesylate	Serotonin		Antagonist	5-HT1E, 5-HT1F, 5-HT6	5-HT1 Serotonin receptor antagonist; blocks serotonin autoreceptors
11	5B	4	0	0	4	1	0.25	10	4	1	1		11	5B	N4163	419.35161	Nemadipine-A	1,4-Dihydro-2,6-dimethyl-4-(pentafluorophenyl)-3,5-pyridinedicarboxylic acid diethyl ester	Ca2+ Channels		Antagonist	L-type (alpha1)	An L-type calcium channel alpha1-subunit antagonist.
11	5C	4	0	1	3	2	0.666666667	10		0	0.75	1 mouche est morte et bloating	11	5C	M3071	268.74564	Moclobemide	4-Chloro-N-[2-(4-morpholinyl)ethyl]benzamide	Neurotransmission	Enzyme	Inhibitor	MAO	Reversible monoamine oxidase A inhibitor (MAOI); antidepressant.
11	5D	4	0	0	4	2	0.5	60		0	1		11	5D	SMl1071	396.45545	ML240    	"2-(2-Amino-1H-benzimidazol-1-yl)-8-methoxy-N-(phenylmethyl)-4-quinazolinamine
"	Cell Signaling and Neuroscience	Enzyme	Inhibitor	AAA ATPase p97	ML240 is a selective, ATP-competetive inhibitor of AAA ATPase p97, also called valosine containing protein (VCP).
11	5E	5	0	2	3	1	0.333333333	40		0	0.6	1 mouche est morte et bloating	11	5E	Z4626	367.92277	ZM 39923 hydrochloride	3-(N-Benzyl-N-isopropyl)amino-1-(naphthalen-2-yl)propan-1-one hydrochloride	Phosphorylation	Enzyme	Inhibitor	JNK-3	Janus kinase 3 (JNK-3) inhibitor.
11	5F	4	0	1	3	3	1	15		0	0.75		11	5F	M184	206.63317	3-Morpholinosydnonimine hydrochloride	Linsidomine hydrochloride	Nitric Oxide		Donor		Nitric oxide donor
11	5G	4	0	1	3	1	0.333333333	10	2	0.666666667	0.75	Lorsque regardé GFP, il restait 2 mouches + 1 morte. 1/2 bloating	11	5G	SML0988	247.21208	CCCI-01    	5-nitro-N-(3-pyridinylmethyl)-2-furancarboxamide	Apoptosis		Inducer		CCCI-01 induces the fomation of multipolar spindles in cancer cells containing multiple, or supernumerary centromeres
11	5H	4	0	0	4	2	0.5	20		0	1		11	5H	S5321	336.43763	S15535	1-(2,3-Dihydro-1,4-benzodioxin-5-yl)-4-(2,3-dihydro-1h-inden-2-yl)-piperazine	Serotonin		Agonist	5-HT1A	Potent, orally active, partial 5-HT1A receptor agonist.
11	6A	4	0	0	4	3	0.75	20		0	1		11	6A	SML0221	317.34468	Piperlongumine	"5,6-Dihydro-1-(1-oxo-3-[3,4,5-trimethoxyphenyl]-trans-2-propenyl)-2[1H]-pyridinone 5,6-Dihydro-1-[(2E)-1-oxo-3-(3,4,5-trimethoxyphenyl)-2-propen-1-yl]-2(1H)-Pyridinone Piplartin Piplartine 
"	Apoptosis		inhibitor	GSTP1	Piperlongumine selectively kills cancer cells regardless of p53 status without harming normal cells. It binds to and inihbits proteins known to regulate oxidative stress
11	6B	4	0	1	3	2	0.666666667	20		0	0.75		11	6B	S7198	456.45337	Sivelestat sodium salt hydrate  	EI 546, Elaspol, LY 544349, o-(p-Hydroxybenzenesulfonamido)hippuric acid, pivalate (ester), Ono-5046	Biochemistry	"Enzyme



Enzyme


"	"Inhibitor
"	"HNE
"	Sivelestat is a competitive human neutrophil elastase (HNE) inhibitor (IC50 = 44 nM, Ki = 0.2 µM). It also inhibits leukocyte elastase obtained from rabbit, rat, hamster and mouse (IC50 = 19 to 49 nM).
11	6C	4	0	2	2	1	0.5	40		0	0.5	1 mouche est morte et bloating	11	6C	M226	507.43988	p-MPPF dihydrochloride	4-Fluoro-N-(2-[4-(2-methoxyphenyl)1-piperazinyl]ethyl)-N-(2-pyridinyl)benzamide dihydrochloride	Serotonin		Antagonist	5-HT1A	Selective 5-HT1A serotonin receptor antagonist
11	6D	4	0	1	3	2	0.666666667	20		0	0.75		11	6D	L8668	170.21298	Levetiracetam	(alphaS)-alpha-Ethyl-2-oxo-1-pyrrolidineacetamide	Neurotransmission		Anticonvulsant		Anticonvulsant; antiepileptic; exact mechanism of action is unclear but may be related to a synaptic vesicle protein.
11	6E	4	0	1	3	3	1	30		0	0.75		11	6E	N0630	282.22408	Niflumic acid	2-(3-[Trifluoromethyl]anilino)nicotinic acid	Prostaglandin	Enzyme	Inhibitor	COX-2	Selective prostaglandin H synthase 2 (PGHS-2) inhibitor
11	6F	4	0	0	4	3	0.75	20		0	1		11	6F	N1016	308.31499	Nimesulide	N-(4-Nitro-2-phenoxyphenyl)methanesulfonamide	Prostaglandin	Enzyme	Inhibitor	COX-2	Highly selective COX-2 inhibitor
11	6G	4	0	1	3	2	0.666666667	20		0	0.75	1 mouche est morte et bloating	11	6G	N1392	298.34746	Nialamide	4-Pyridinecarboxylic acid 2-[3-oxo-3-[(phenylmethyl)amino]propyl]hydrazide	Neurotransmission	Enzyme	Inhibitor	MAO	Monoamine oxidase inhibitor
11	6H	4	0	1	3	2	0.666666667	20		0	0.75		11	6H	N1530	354.40934	Nomifensine maleate	1,2,3,4-Tetrahydro-2-methyl-4-phenyl-8-isoquinolinamine maleate	Dopamine		Inhibitor	Reuptake	Dopamine reuptake inhibitor; antidepressant
11	7A	4	0	0	4	2	0.5	40		0	1		11	7A	O0766	371.86739	"ONO-RS-082 
"	"2-(p-Amylcinnamoyl)amino-4-chlorobenzoic acid, 4-Chloro-2-[[1-oxo-3-(4-pentylphenyl)-2-propen-1-yl]amino]-benzoic acid
"	Lipids	Enzyme	Inhibitor	phospholipase A2 	"ONO-RS-082 is a reversible phospholipase A2 inhibitor.
"
11	7B	4	0	1	3	1	0.333333333	45	3	1	0.75		11	7B	N2001	303.20143	Neostigmine bromide		Cholinergic	Enzyme	Inhibitor	Acetylcholinesterase	Reversible acetylcholinesterase inhibitor.
11	7C	4	0	1	3	3	1	25		0	0.75	1 mouche est morte et bloating	11	7C	N2034	256.34783	CR 2249	Nebostinel	Glutamate		Agonist	NMDA-Glycine	Facilitates glycine action at NMDA glutamate receptors
11	7D	4	0	1	3	2	0.666666667	30		0	0.75		11	7D	N2255	419.41894	S-(4-Nitrobenzyl)-6-thioinosine	NBTI	Adenosine		Inhibitor	Uptake	Potent adenosine uptake inhibitor
11	7E	4	0	0	4	2	0.5	30		0	1		11	7E	N3136	377.87158	Naltrexone hydrochloride	17-(Cyclopropylmethyl)-4,5-epoxy-3,14-dihydroxymorphinan-6-one hydrochloride	Opioid		Antagonist		Opioid receptor antagonist with greater potency and longer duration of action than its N-allyl congener, naloxone
11	7F	4	0	1	3	3	1			0	0.75		11	7F	N3398	220.24869	S-Nitroso-N-acetylpenicillamine	SNAP	Nitric Oxide		Donor		Nitric oxide donor; activates soluble guanylyl cyclase
11	7G	4	0	0	4	3	0.75	15		0	1		11	7G	N3510	327.12571	Niclosamide	2',5'-Dichloro-4'-nitrosalicylanilide	Antibiotic			Protonophore	Protonophoric anthelmintic; uncouples oxidative phosphorylation
11	7H	4	0	0	4	3	0.75	35		0	1		11	7H	N3529	474.40191	NAN-190 hydrobromide	1-(2-Methoxyphenyl)-4-[4-(2-phthalimido)butyl]piperazine hydrobromide	Serotonin		Antagonist	5-HT1A	Potent 5-HT1A serotonin receptor antagonist that lacks TFMPP-like stimulus properties
11	8A	4	0	0	4	2	0.5	25		0	1		11	8A	"
PZ0111"	328.33024	"PD-407824
"	9-Hydroxy-4-phenylpyrrolo[3,4-c]carbazole-1,3(2H,6H)-dione	Kinase	Enzyme	Inhibitor	Wee1/Chk1	PD-407824 is a Wee1/Chk1 inhibitor
11	8B	4	1	0	3	1	0.333333333	15	3	1	1		11	8B	N4148	336.32562	S-Nitrosoglutathione	GSNO	Nitric Oxide		Donor		Nitric oxide donor in vivo
11	8C	4	0	1	3	2	0.666666667	30		0	0.75		11	8C	N4159	242.2525	NCS-382	1-Ethyl-1,4-dihydro-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid	GABA		Antagonist	gamma-Hydroxybutyrate	gamma-Hydroxybutyrate receptor antagonist
11	8D	4	0	1	3	2	0.666666667	40		0	0.75		11	8D	N4382	254.22287	Nalidixic acid sodium	1-Ethyl-1,4-dihydro-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid sodium	Antibiotic	Enzyme	Inhibitor	DNA Gyrase	Inhibits bacterial DNA polymerase (DNA gyrase)
11	8E	4	0	1	3	2	0.666666667	40		0	0.75		11	8E	G8761	518.5688	Gossypol	2,2'-bis(8-Formyl-1,6,7-trihydroxy-5-isopropyl-3-methylnaphthalene)	Apoptosis		Inducer		Natural product from cotton seeds with a variety of cell biological activities. Proapoptotic, antimalarial, PKC inhibition.
11	8F	4	0	0	4	4	1	40		0	1		11	8F	N4779	300.31692	5-Nitro-2-(3-phenylpropylamino)benzoic acid	NPPB	Cl- Channel		Blocker		Potent Cl- channel blocker
11	8G	4	0	1	3	2	0.666666667	15		0	0.75		11	8G	A6605	465.4707	AMN082	N,N'-Dibenzhydrylethane-1,2-diamine dihydrochloride	Glutamate		Agonist	mGluR7	Selective allosteric mGluR7 receptor agonist.
11	8H	4	0	0	4	3	0.75	15		0	1		11	8H	N5023	302.37364	Nordihydroguaiaretic acid from Larrea divaricata (creosote bush)	NDGA	Leukotriene	Enzyme	Inhibitor	Lipoxygenase	Lipoxygenase inhibitor
11	9A	4	0	0	4	2	0.5	50		0	1		11	9A	E2535	520.62796	"Eprosartan mesylate
"	Eprosartan Monomethanesulfonate, SKF-108566J, Teveten	Angiotensins		Antagonist	AT 1	Angiotensin II type 1 (AT1) receptor antagonist; anti-hypertensive
11	9B	4	0	1	3	2	0.666666667	5		0	0.75		11	9B	N5501	219.20161	NG-Nitro-L-arginine	L-NOARG; L-NNA	Nitric Oxide	Enzyme	Inhibitor	NOS	Potent nitric oxide synthase inhibitor
11	9C	4	0	0	4	2	0.5	60		0	1		11	9C	N5504	246.74205	Naphazoline hydrochloride	2-(1-Naphthylmethyl)imidazoline nitrate	Adrenoceptor		Agonist	alpha	alpha-Adrenoceptor agonist; imidazoline receptor agonist; vasoconstrictor
11	9D	4	0	0	4	0	0	30	0	0	1		11	9D	N5636	119.0776	3-Nitropropionic acid		Cell Stress		Toxin		Mitochondrial inhibitor; excitotoxin shown to cause brain lesions similar to those of Huntington's disease
11	9E	4	0	1	3	1	0.333333333	20	3	1	0.75		11	9E	N5751	269.68967	NG-Nitro-L-arginine methyl ester hydrochloride	L-NAME hydrochloride	Nitric Oxide	Enzyme	Inhibitor	NOS	Competitive inhibitor of nitric oxide synthase
11	9F	4	0	1	3	2	0.666666667	60		0	0.75		11	9F	N7127	219.66983	(±)-Normetanephrine hydrochloride	alpha-(Aminomethyl)-4-hydroxy-3-methoxy-benzyl alcohol hydrochloride	Adrenoceptor		Metabolite	Norepinephrine	Norepinephrine metabolite
11	9G	4	0	1	3	0	0	25	2	0.666666667	0.75		11	9G	N7261	299.84689	Nortriptyline hydrochloride		Adrenoceptor		Inhibitor	Uptake	Tricyclic antidepressant
11	9H	4	0	1	3	3	1	30		0	0.75		11	9H	N7505	833.35867	NADPH tetrasodium	Reduced nicotinamide adenosine dinucleotide phosphate tetrasodium	Nitric Oxide	Enzyme	Cofactor		Cofactor for many enzymes, including nitric oxide synthase
11	10A	4	0	0	4	2	0.5	10		0	1		11	10A	N7510	515.9985	Nicardipine hydrochloride	YC-93 hydrochloride	Ca2+ Channel		Antagonist	L-type	L-type Ca2+ channel antagonist; antihypertensive
11	10B	4	0	0	4	3	0.75	35		0	1		11	10B	N7634	346.34281	Nifedipine		Ca2+ Channel		Antagonist	L-type	L-type Ca2+ channel blocker; vasodilator
11	10C	4	0	1	3	0	0	35	3	1	0.75		11	10C	N7758	363.84449	Naloxone hydrochloride		Opioid		Antagonist		Opioid receptor antagonist
11	10D	4	0	2	2	2	1	10		0	0.5	1 mouche est morte et bloating	11	10D	N7778	163.1368	7-Nitroindazole		Nitric Oxide	Enzyme	Inhibitor	nNOS	Selective inhibitor of brain nitric oxide synthase
11	10E	4	1	0	3	2	0.666666667	15		0	1		11	10E	M2199	306.2169	"PMEG hydrate
"	9-[2-(Phosphonomethoxy)ethyl]guanine hydrate	Apoptosis and Cell Cycle	Enzyme	Inhibitor	DNA polymerase	potent inhibition of the nuclear DNA polymerases resulting in inhibition of DNA synthesis and/or DNA repair
11	10F	4	0	1	3	2	0.666666667	30		0	0.75		11	10F	SML0711	417.51224	RS504393	6-Methyl-1'-[2-(5-methyl-2-phenyl-4-oxazolyl)ethyl]-spiro[4H-3,1-benzoxazine-4,4'-piperidin]-2(1H)-one, RS-504393	Cytokines		Antagonist	CCR2	Highly selective CCR2 chemokine receptor antagonist. 
11	10G	4	0	0	4	2	0.5	20		0	1		11	10G	SMl1108	423.538	6-Nitroso-1,2-benzopyrone	" 4-[[[[4-(1,1-Dimethylethyl)phenyl]sulfonyl]amino]methyl]-N-3-pyridinyl-benzamide 

"	Gene Regulation		Inhibitor	GLUT1	STF-31 selectively inhibits the glucose transporter GLUT1 and selectively impairs cancer cell growth of kidney and other types of cancer cells that lack the von Hippel-Lindau (VHL) tumor suppressor protein.
11	10H	4	0	0	4	4	1	5		0	1		11	10H	N8534	317.2264	Nilutamide	Anandron	Hormone		Inhibitor	Androgen	Antiandrogen
11	11A	4	0	0	4	2	0.5	15		0	1		11	11A	N8652	1162.88665	NF 023	8,8'-[carbonylbis(imino-3,1-phenylene carbonylimino)]bis(1,3,5-naphthalene-trisulfonic acid) hexasodium salt	P2 Receptor		Antagonist	P2X1	Potent, selective P2X1 receptor antagonist
11	11B	4	0	0	4	2	0.5	25		0	1		11	11B	N8659	272.69596	Nimustine hydrochloride	ACNU	DNA		Intercalator		Antineoplastic; bifunctional nitrosourea alkylating anticancer agent
11	11C	3	1	0	2	2	1	35		0	1		11	11C	N8784	168.15056	Norcantharidin		Phosphorylation	Enzyme	Inhibitor	PP2A	Demethylated form of cantharidin with antitumor properties; potent inhibitor of the serine/threonine protein phosphatase 2A (PP2A)
11	11D	4	0	0	4	2	0.5	15		0	1		11	11D	N9007	449.89208	Noscapine hydrchloride	Narcotine	Opioid		Ligand		Antitussive; naturally occurring opium alkaloid
11	11E	4	0	0	4	3	0.75	15		0	1		11	11E	T8703	277.66886	T0070907	2-Chloro-5-nitro-N-4-pyridinyl-benzamide, Benzamide, 2-chloro-5-nitro-N-4-pyridinyl-	Gene Regulation		Antagonist	PPAR gamma	T0070907 is very similar in structure and activity to the PPARgamma antagonist GW9662. T0070907 is more potent and has higher selectivity for PPAR-gamma over all other subtypes (about 800-fold) 
11	11F	4	0	1	3	2	0.666666667	30		0	0.75		11	11F	N115	450.96969	Naltrindole hydrochloride	NTI hydrochloride	Opioid		Antagonist	delta	Highly selective, non-peptide delta opioid receptor antagonist that is active when administered peripherally
11	11G	4	0	1	3	0	0	35	2	0.666666667	0.75		11	11G	S6319	342.69871	Sertraline hydrochloride	(1S,4S)-4-(3,4-Dichlorophenyl)-1,2,3,4-tetrahydro-N-methyl-1-napthalenamine hydrochloride	Serotonin		Inhibitor	Reuptake	Selective serotonin reuptake inhibitor; antidepressant
11	11H	4	0	1	3	2	0.666666667	15		0	0.75		11	11H	N142	386.88206	NO-711 hydrochloride	1-(2-(((Diphenylmethylene)imino)oxy)ethyl)-1,2,5,6-tetrahydro-3-pyridine-carboxylic acid hydrochloride	GABA		Inhibitor	Uptake	Potent and selective GABA uptake inhibitor.
12	2A	4	0	0	4	3	0.75	20		0	1		12	2A	N144	360.3699	Nitrendipine	1,4-Dihydro-2,6-dimethyl-4-(3-nitrophenyl)-3,5-pyridinecarboxylic acid ethyl methyl ester	Ca2+ Channel		Antagonist	L-type	Ca2+ channel blocker; antihypertensive
12	2B	4	0	2	2	2	1	25		0	0.5		12	2B	N149	418.45057	Nimodipine	"1,4-Dihydro-2,6-dimethyl-4-(3-nitrophenyl)-
3,5-pyridinecarboxylic acid 2-methoxyethyl 1-methylethyl ester"	Ca2+ Channel		Antagonist	L-type	Potent L-type Ca2+ channel antagonist
